1411948800	nan	nan
1412035200	-53.9	26.77
1412121600	-37.1	26.77
1412294400	-28.1	7.46
1412380800	-29.2	7.46
1414368000	-9.9	3.59
1414454400	-0.6	3.59
1419292800	-0.3	3.59
1419379200	-0.2	3.59
1419465600	1.4	3.63
1419638400	4.0	3.64
1419724800	4.3	3.64
1419811200	4.6	3.63
1419897600	3.5	3.66
1419984000	4.4	3.67
1420070400	1.3	3.66
1420156800	-0.6	3.64
1420243200	1.4	3.67
1420329600	-1.6	3.64
1420416000	-0.8	3.65
1420502400	-2.4	3.65
1420588800	-2.6	3.65
1420675200	-2.9	3.65
1420761600	-0.6	3.66
1420848000	1.9	3.68
1420934400	-2.2	3.67
1421020800	-5.0	3.68
1425945600	3.7	5.13
1426032000	5.6	5.13
1433203200	-1.0	5.17
1436313600	14.2	3.72
1436400000	10.9	3.72
1441238400	13.4	3.72
1441324800	12.6	3.73
1441411200	10.9	3.74
1441497600	12.2	3.77
1441584000	12.0	3.78
1441670400	11.4	3.8
1441756800	9.5	3.8
1441843200	10.2	3.8
1441929600	12.6	3.75
1442016000	14.7	3.77
1442102400	11.7	3.76
1442188800	8.8	3.79
1442275200	10.7	3.82
1442361600	12.5	3.83
1442448000	10.5	3.82
1442534400	5.7	3.82
1442620800	4.9	3.77
1442707200	7.2	3.82
1442793600	7.5	3.84
1442880000	7.9	3.84
1442966400	7.7	3.85
1443052800	7.0	3.86
1443139200	8.8	3.84
1443225600	4.8	3.82
1443312000	6.9	3.85
1443398400	4.6	3.83
1443484800	2.9	3.84
1443571200	6.2	3.87
1448582400	nan	nan
1448668800	-11.3	16.26
1449187200	nan	nan
1449273600	3.7	4.6
1455321600	nan	nan
1455408000	16.2	4.08
1460246400	13.2	4.12
1460332800	13.4	4.12
1460419200	12.8	4.12
1460505600	14.0	4.14
1460592000	13.9	4.14
1466121600	nan	nan
