# HiSPARC GPS positions configuration source
#
# Station: 511
#
# HiSPARC data is licensed under Creative Commons Attribution-ShareAlike 4.0.
#
#
# This data contains the following columns:
#
# timestamp: time of position calibration in seconds after 1970-1-1 [UNIX timestamp]
# latitude:  latitude of the GPS [degrees]
# longitude: longitude of the GPS [degrees]
# altitude:  height of the GPS [meters]
#
#
# timestamp	latitude	longitude	altitude
1434526176	52.3564362	4.9485824	57.86

