1530914401	52.3558667	4.9510000	48.60
1531000800	52.3559017	4.9509750	51.10
1531087200	52.3558817	4.9509583	53.50
1531173600	52.3559217	4.9509717	54.00
1531260000	52.3558900	4.9509750	52.10
1531346401	52.3559083	4.9509683	55.00
1531432800	52.3558967	4.9509633	53.10
1531519200	52.3558583	4.9509800	56.90
1531605600	52.3559000	4.9509750	51.60
1531692000	52.3559583	4.9509717	57.20
1531778400	52.3558883	4.9510100	57.90
1531864800	52.3558833	4.9510183	56.00
1531951200	52.3558850	4.9509900	55.90
1532037600	52.3559117	4.9509717	51.80
1532383200	52.3559067	4.9509683	54.60
1532469600	52.3558883	4.9510050	58.80
1532556000	52.3558900	4.9509833	55.70
1532642400	52.3559133	4.9509850	58.30
1532728800	52.3559233	4.9509900	58.30
1532815201	52.3558783	4.9510100	55.60
1532901600	52.3558667	4.9510283	51.60
1532988000	52.3558933	4.9509833	53.50
1533074400	52.3558800	4.9509717	52.70
1533160801	52.3558767	4.9509900	53.90
1533247200	52.3558817	4.9509917	52.90
1533333600	52.3558667	4.9509867	50.70
1533420000	52.3558750	4.9509817	49.60
1533506400	52.3558500	4.9509850	49.80
1533592800	52.3558633	4.9509800	50.00
1533679200	52.3558917	4.9509633	55.50
1533765600	52.3558583	4.9509733	53.30
1533852000	52.3558483	4.9510150	51.70
1533938400	52.3559033	4.9509800	57.20
1534024800	52.3559033	4.9509800	55.40
1534111200	52.3558633	4.9509867	56.00
1534197600	52.3558600	4.9509950	52.90
1534284000	52.3558867	4.9509917	56.50
1534370401	52.3558950	4.9509900	57.90
1534456800	52.3558717	4.9509850	58.80
1534543201	52.3558683	4.9509933	55.30
1534629600	52.3558867	4.9509617	59.90
1534716000	52.3558983	4.9509800	58.30
1534802401	52.3558667	4.9509950	57.30
1534888801	52.3558633	4.9509950	54.50
1534975201	52.3558917	4.9509833	52.30
1535061600	52.3559017	4.9509867	57.00
1535148000	52.3558633	4.9510000	57.70
1535234400	52.3558667	4.9509900	56.80
1535320800	52.3559017	4.9509967	54.40
1535407200	52.3558650	4.9510033	59.40
1535493600	52.3558550	4.9510133	62.30
1535580000	52.3558750	4.9510050	55.70
1535666400	52.3559100	4.9510050	59.20
1535752801	52.3558667	4.9509817	57.50
1535839200	52.3558467	4.9510167	53.20
1535925600	52.3558883	4.9510017	56.90
1536012000	52.3558733	4.9510000	57.10
1536098400	52.3558583	4.9510217	50.90
1536184801	52.3558650	4.9510150	55.60
1536271200	52.3559000	4.9510117	55.30
1536357600	52.3558983	4.9510083	53.70
1536444000	52.3558633	4.9509967	57.90
1536530400	52.3558650	4.9510250	52.90
1536616800	52.3558833	4.9510167	54.10
1536703200	52.3558533	4.9509850	54.80
1536789601	52.3558367	4.9509817	57.20
1536876000	52.3558483	4.9510300	49.10
1536962400	52.3558933	4.9510267	51.40
1537048800	52.3558750	4.9509983	50.70
1537135200	52.3558667	4.9510083	54.80
1537221600	52.3558700	4.9510250	49.30
1537826400	52.3558600	4.9510050	53.90
1537912801	52.3558900	4.9510267	52.80
1537999200	52.3558950	4.9510250	55.00
1538085600	52.3558750	4.9510183	54.70
1538172000	52.3558667	4.9510167	56.10
1538258400	52.3559017	4.9510233	54.00
1538344800	52.3559033	4.9510100	55.60
1538431200	52.3558933	4.9509817	62.60
1538517600	52.3558900	4.9510350	61.60
1538604001	52.3559100	4.9510100	56.90
1538690400	52.3558900	4.9510000	55.60
1538776800	52.3558900	4.9510050	55.30
1538863201	52.3558850	4.9510450	54.00
1538949601	52.3559050	4.9510133	56.30
1539036000	52.3559000	4.9510000	54.20
1539122400	52.3558850	4.9510067	55.10
1539208800	52.3558950	4.9510300	56.70
1539295200	52.3559167	4.9510150	56.30
1539381600	52.3558900	4.9510100	53.90
1539468000	52.3558850	4.9509983	52.00
1539554400	52.3558917	4.9510217	53.40
1539640800	52.3558967	4.9510117	53.90
1539727200	52.3559083	4.9509900	50.50
1539813600	52.3558983	4.9510150	54.20
1539900000	52.3559233	4.9510517	60.00
1540159200	52.3558700	4.9510000	55.20
1540245600	52.3558967	4.9510117	52.70
1540332000	52.3559017	4.9509967	49.90
1540418400	52.3558867	4.9509933	48.30
1540504800	52.3558783	4.9510250	55.00
1540591200	52.3558967	4.9510083	51.20
1540677600	52.3558883	4.9509900	51.40
1540767600	52.3558967	4.9510117	45.80
1540854000	52.3558850	4.9510183	52.40
1540940400	52.3558900	4.9510000	50.30
1541026800	52.3558933	4.9509850	51.60
1541113201	52.3558833	4.9509983	52.10
1541199601	52.3558817	4.9510033	59.00
1541286000	52.3558900	4.9509967	52.00
1541372400	52.3558867	4.9509950	51.90
1541458801	52.3558833	4.9510017	53.20
1541545200	52.3558967	4.9510067	60.00
1541631600	52.3558867	4.9510033	53.30
1541718000	52.3559067	4.9509733	50.50
1541804401	52.3558850	4.9509967	58.70
1541890800	52.3559017	4.9510150	62.20
1541977200	52.3558900	4.9510033	53.80
1542063600	52.3558883	4.9510017	50.80
1542150000	52.3558917	4.9510017	57.50
1542236400	52.3559117	4.9510033	52.50
1542322800	52.3559067	4.9509950	53.50
1542409200	52.3559117	4.9509900	55.90
1542495600	52.3558967	4.9510050	56.90
1542582000	52.3559183	4.9510050	52.50
1542668400	52.3558917	4.9510017	55.10
1542754800	52.3558983	4.9510083	51.80
1542841200	52.3558967	4.9510117	54.90
1542927600	52.3559017	4.9510200	54.10
1543014000	52.3558900	4.9510100	53.90
1543100400	52.3558967	4.9510017	53.60
1543186800	52.3558867	4.9510050	55.20
1543273201	52.3559017	4.9510033	52.20
1543359600	52.3558983	4.9509883	53.50
1543446001	52.3558783	4.9509800	52.40
1543532400	52.3558967	4.9509950	53.70
1543618800	52.3559033	4.9509967	52.30
1543705200	52.3559000	4.9510167	52.10
1543791600	52.3558933	4.9509967	52.80
1543878000	52.3559183	4.9510133	54.80
1543964400	52.3559017	4.9509867	52.20
1544050800	52.3558983	4.9509933	51.30
1544137200	52.3558900	4.9509867	52.00
1544223600	52.3558933	4.9509883	50.60
1544310000	52.3558967	4.9509933	51.50
1544396400	52.3558950	4.9509850	48.70
1544482801	52.3558883	4.9509650	51.20
1544569200	52.3558717	4.9510267	44.90
1544655600	52.3558850	4.9510033	50.90
1544742000	52.3558783	4.9509933	50.00
1544828400	52.3558867	4.9509750	53.30
1544914800	52.3558800	4.9510133	49.40
1545001200	52.3558950	4.9509850	53.40
1545087600	52.3558867	4.9509833	50.20
1545174001	52.3558933	4.9509933	55.10
1545260400	52.3558900	4.9509983	51.30
1545346801	52.3558783	4.9509950	53.00
1545433200	52.3558917	4.9509983	51.80
1545519601	52.3558750	4.9510000	53.50
1545606000	52.3558833	4.9510067	50.00
1545692400	52.3558767	4.9510150	53.90
1545778800	52.3558767	4.9510183	51.10
1545865200	52.3558833	4.9510367	53.20
1545951600	52.3558767	4.9509950	52.10
1546038000	52.3558833	4.9510067	52.80
1546124401	52.3558850	4.9509933	49.50
1546210800	52.3559000	4.9510067	50.80
1546297200	52.3558850	4.9509917	53.20
1546383601	52.3558700	4.9509933	51.30
1546470000	52.3558967	4.9509950	54.00
1546556400	52.3559150	4.9510150	52.30
1546642800	52.3558917	4.9510000	55.10
1546729200	52.3558783	4.9510017	52.90
1546815600	52.3559033	4.9510100	52.60
1546902000	52.3559183	4.9510067	54.10
1546988400	52.3558900	4.9510133	54.20
1547074800	52.3558833	4.9510000	53.30
1547161201	52.3559017	4.9510183	53.40
1547247600	52.3559250	4.9510067	53.50
1547334000	52.3558917	4.9509900	55.40
1547420400	52.3559033	4.9510000	53.50
1547506800	52.3559167	4.9510150	55.40
1547593201	52.3559217	4.9510267	52.60
1547679600	52.3558983	4.9510050	53.10
1547766000	52.3559000	4.9510200	51.20
1547852400	52.3559167	4.9510117	58.20
1547938800	52.3559017	4.9509867	55.30
1548025200	52.3558917	4.9509933	53.60
1548111601	52.3559017	4.9510033	51.80
1548198000	52.3559333	4.9510317	59.60
1548284400	52.3559067	4.9509917	55.30
1548370800	52.3558800	4.9509883	50.10
1548457200	52.3558950	4.9510033	52.00
1548543600	52.3559183	4.9510133	54.10
1548630001	52.3559050	4.9509800	53.10
1548716400	52.3558817	4.9509950	49.80
1548802800	52.3558950	4.9510183	49.90
1548889201	52.3559067	4.9509933	52.80
1548975600	52.3558933	4.9509867	51.10
1549062000	52.3558833	4.9510033	50.50
1549148400	52.3558983	4.9509917	52.60
1549234800	52.3559017	4.9509800	51.60
1549321200	52.3558850	4.9509917	51.90
1549407601	52.3558800	4.9510067	49.20
1549494000	52.3559067	4.9509883	52.40
1549580400	52.3559017	4.9509933	51.50
1549666801	52.3558833	4.9509833	50.30
1549753200	52.3558733	4.9509900	49.20
1549839600	52.3559083	4.9509900	52.00
1549926000	52.3559000	4.9509917	49.50
1550012400	52.3558850	4.9509783	51.10
1550098800	52.3558850	4.9510117	48.20
1550185201	52.3559167	4.9509883	51.20
1550271600	52.3559233	4.9509583	54.50
1550358000	52.3558833	4.9509533	54.70
1550444400	52.3558850	4.9509567	53.70
1550530800	52.3558983	4.9509867	48.80
1550617200	52.3558883	4.9509750	46.70
1550703600	52.3558817	4.9509700	49.70
1550790000	52.3558867	4.9509717	53.00
1550876400	52.3559200	4.9509883	50.60
1550962800	52.3558783	4.9509667	47.40
1551049200	52.3558750	4.9509733	46.40
1551135600	52.3558967	4.9509767	48.60
1551222000	52.3558896	4.9509859	51.75
1551308400	52.3558890	4.9509974	52.21
