1079395200	nan	nan	nan	nan
1113436800	-2.0	0.0	nan	nan
1114646400	nan	nan	nan	nan
1117065600	0.25	0.0	nan	nan
1117411200	nan	nan	nan	nan
1118620800	0.75	0.0	nan	nan
1120089600	0.5	0.0	nan	nan
1120176000	nan	nan	nan	nan
1292371200	-1.25	0.0	nan	nan
1292544000	-1.5	0.0	nan	nan
1293235200	-1.25	0.0	nan	nan
1293321600	-1.5	0.0	nan	nan
1293667200	-1.25	0.0	nan	nan
1293753600	-1.5	0.0	nan	nan
1293840000	-1.25	0.0	nan	nan
1293926400	-1.5	0.0	nan	nan
1294099200	-1.25	0.0	nan	nan
1294358400	-1.5	0.0	nan	nan
1294531200	-1.25	0.0	nan	nan
1294617600	-1.5	0.0	nan	nan
1295136000	-1.25	0.0	nan	nan
1295222400	-1.5	0.0	nan	nan
1295827200	-1.25	0.0	nan	nan
1296000000	-1.5	0.0	nan	nan
1296086400	-1.25	0.0	nan	nan
1296172800	-1.5	0.0	nan	nan
1296259200	-1.25	0.0	nan	nan
1296345600	-1.5	0.0	nan	nan
1296432000	-1.25	0.0	nan	nan
1296518400	-1.5	0.0	nan	nan
1297036800	-1.25	0.0	nan	nan
1297123200	-1.5	0.0	nan	nan
1297296000	-1.25	0.0	nan	nan
1297382400	-1.5	0.0	nan	nan
1297641600	-1.25	0.0	nan	nan
1297728000	-1.5	0.0	nan	nan
1297814400	-1.25	0.0	nan	nan
1297900800	-1.5	0.0	nan	nan
1297987200	-1.25	0.0	nan	nan
1298160000	-1.5	0.0	nan	nan
1298419200	-1.25	0.0	nan	nan
1298505600	-1.5	0.0	nan	nan
1298678400	-1.25	0.0	nan	nan
1298764800	-1.5	0.0	nan	nan
1299024000	-1.25	0.0	nan	nan
1299283200	-1.5	0.0	nan	nan
1299369600	-1.25	0.0	nan	nan
1299628800	-1.5	0.0	nan	nan
1299974400	-1.25	0.0	nan	nan
1300147200	-1.5	0.0	nan	nan
1300579200	-1.25	0.0	nan	nan
1300752000	-1.5	0.0	nan	nan
1302652800	-1.25	0.0	nan	nan
1302739200	-1.5	0.0	nan	nan
1302825600	-1.25	0.0	nan	nan
1302912000	-1.75	0.0	nan	nan
1302998400	-1.25	0.0	nan	nan
1303084800	-1.5	0.0	nan	nan
1303776000	-1.25	0.0	nan	nan
1303862400	-1.5	0.0	nan	nan
1304380800	-1.25	0.0	nan	nan
1304467200	-1.5	0.0	nan	nan
1304985600	-1.25	0.0	nan	nan
1305072000	-1.5	0.0	nan	nan
1306454400	-1.25	0.0	nan	nan
1306540800	-1.75	0.0	nan	nan
1306627200	-1.5	0.0	nan	nan
1306800000	-1.75	0.0	nan	nan
1306886400	-1.5	0.0	nan	nan
1307664000	-1.25	0.0	nan	nan
1307750400	-1.5	0.0	nan	nan
1307836800	-1.25	0.0	nan	nan
1307923200	-1.5	0.0	nan	nan
1308009600	-1.25	0.0	nan	nan
1308096000	-1.5	0.0	nan	nan
1308182400	-1.75	0.0	nan	nan
1308268800	-1.5	0.0	nan	nan
1308960000	-1.25	0.0	nan	nan
1309219200	-1.5	0.0	nan	nan
1309564800	-1.25	0.0	nan	nan
1309651200	-1.5	0.0	nan	nan
1309910400	-1.25	0.0	nan	nan
1309996800	-1.5	0.0	nan	nan
1310342400	-1.75	0.0	nan	nan
1310428800	-1.5	0.0	nan	nan
1310515200	-1.25	0.0	nan	nan
1310601600	-1.5	0.0	nan	nan
1311033600	-1.25	0.0	nan	nan
1311120000	-1.5	0.0	nan	nan
1311379200	-1.25	0.0	nan	nan
1311465600	-1.5	0.0	nan	nan
1311724800	-1.25	0.0	nan	nan
1311811200	-1.5	0.0	nan	nan
1311897600	-1.25	0.0	nan	nan
1312070400	-1.5	0.0	nan	nan
1312329600	-1.25	0.0	nan	nan
1312416000	-1.5	0.0	nan	nan
1313884800	-1.75	0.0	nan	nan
1313971200	-1.5	0.0	nan	nan
1314489600	-1.75	0.0	nan	nan
1314576000	-1.5	0.0	nan	nan
1314662400	-1.25	0.0	nan	nan
1314748800	-1.5	0.0	nan	nan
1315008000	-1.25	0.0	nan	nan
1315094400	-1.5	0.0	nan	nan
1315699200	-1.25	0.0	nan	nan
1315785600	-1.5	0.0	nan	nan
1316217600	-1.75	0.0	nan	nan
1316304000	-1.5	0.0	nan	nan
1316995200	-1.25	0.0	nan	nan
1317081600	-1.5	0.0	nan	nan
1317859200	-1.25	0.0	nan	nan
1317945600	-1.5	0.0	nan	nan
1318636800	-1.75	0.0	nan	nan
1318723200	-1.5	0.0	nan	nan
1319068800	-1.25	0.0	nan	nan
1319414400	-1.5	0.0	nan	nan
1319587200	-1.25	0.0	nan	nan
1319673600	-1.5	0.0	nan	nan
1320105600	-1.75	0.0	nan	nan
1320192000	-1.5	0.0	nan	nan
1320278400	-1.75	0.0	nan	nan
1320364800	-1.5	0.0	nan	nan
1320710400	-1.25	0.0	nan	nan
