1295000591	218	218	253	253	253	253	323	323	2	1	1	2
1295000771	218	218	253	253	253	253	323	323	0	0	0	2
1295001115	214	218	253	253	253	341	323	323	2	1	1	0
1306493687	212	212	253	253	253	341	323	323	2	1	1	0
1320226830	218	244	253	253	253	332	323	323	2	2	1	0
1326300656	232	244	253	253	253	332	323	323	2	2	1	0
1351003518	211	551	253	253	218	551	323	323	2	2	1	0
1371646404	253	253	253	253	323	323	323	323	2	0	0	0
1371646797	253	253	253	253	323	323	323	323	2	2	0	0
1371648717	253	271	253	253	323	323	323	323	0	2	0	0
1371648783	253	253	253	253	323	323	323	323	2	0	0	0
1381130793	253	253	253	253	323	323	323	323	2	2	1	0
