1278581975	218	218	253	253	253	253	323	323	0	2	0	0
1278582106	218	218	253	253	253	253	323	323	1	1	0	0
1278582510	212	218	253	253	253	411	323	323	0	1	0	0
1278583051	253	253	253	253	323	323	323	323	0	0	0	2
1278583231	212	218	253	253	253	551	323	323	0	1	0	0
1278583291	212	218	253	253	253	463	323	323	0	1	0	0
1278583330	212	218	253	253	253	445	323	323	0	1	0	0
1317632227	212	218	253	253	253	445	323	323	2	2	0	0
1317632794	253	253	253	253	323	323	323	323	0	0	0	2
1317633342	288	288	253	253	340	340	323	323	2	2	1	0
1317636491	219	218	253	253	226	332	323	323	2	1	1	0
1397555504	305	306	253	253	323	323	323	323	2	2	0	0
1397558825	254	253	253	253	263	324	323	323	0	2	0	0
1410518275	254	253	253	253	323	323	323	323	0	2	0	0
1410519229	297	253	253	253	323	323	323	323	0	2	0	0
1411728025	253	253	253	253	323	323	323	323	0	2	0	0
1411728507	297	253	253	253	316	323	323	323	0	2	0	0
1411729152	297	253	253	253	323	323	323	323	0	2	0	0
1412069359	306	253	253	253	323	323	323	323	0	2	0	0
1412069460	253	253	253	253	323	323	323	323	0	2	0	0
1412595137	306	253	253	253	323	323	323	323	0	2	0	0
1412595631	411	253	253	253	323	323	323	323	0	2	0	0
1412596079	385	253	253	253	323	323	323	323	0	2	0	0
1412596135	200	253	253	253	323	323	323	323	0	2	0	0
1412936252	253	253	253	253	323	323	323	323	0	0	0	2
1412936293	254	253	253	253	263	324	323	323	0	2	0	0
1412936857	312	277	253	253	328	330	323	323	0	2	0	0
1415613738	253	253	253	253	323	323	323	323	0	2	0	0
