1275473541	639	639	253	253	726	726	323	323	0	0	0	2
1275478237	639	639	253	253	726	726	323	323	2	0	0	0
1276094007	253	253	253	253	323	323	323	323	2	0	0	0
1277289938	253	253	253	253	323	323	323	323	0	0	0	2
1277976311	639	639	253	253	726	726	323	323	2	0	0	0
1278579188	267	253	253	253	323	323	323	323	2	0	0	0
1292576371	279	253	253	253	323	323	323	323	2	0	0	0
1322145709	649	639	253	253	726	726	323	323	2	0	0	0
1322749961	639	639	253	253	726	726	323	323	2	0	0	0
1323098588	253	253	253	253	323	323	323	323	2	0	0	0
1378456510	200	1600	253	253	1653	323	323	323	0	0	0	2
1378808776	253	253	253	253	323	323	323	323	2	0	0	0
