1321284613	253	253	253	253	323	323	323	323	0	0	0	2
1321284970	253	253	253	253	570	411	385	323	1	1	0	1
1321286173	359	359	359	253	966	966	966	323	1	1	0	1
1321360279	375	375	375	253	781	726	726	323	1	1	0	0
1321367656	253	253	253	253	411	428	411	323	2	1	0	0
1321605652	333	358	306	253	411	428	376	323	0	2	0	0
1321605718	333	358	306	253	411	428	376	323	3	0	0	0
1321606667	333	358	306	253	411	428	376	323	2	0	0	0
1321606842	333	358	306	253	411	428	376	323	2	1	0	0
1321965261	253	253	253	253	323	323	323	323	2	0	0	1
1321965307	253	253	253	253	323	323	323	323	2	0	0	0
1322144200	253	253	253	253	323	323	323	323	2	1	0	1
1331555096	253	253	253	253	323	323	323	323	0	2	0	1
1335191690	253	253	253	253	323	323	323	323	0	2	0	0
1373970448	639	639	253	253	726	726	323	323	0	2	0	1
1373976906	253	253	253	253	340	340	323	323	2	0	0	0
1374055633	253	253	253	253	340	340	323	323	0	0	0	2
1374055714	253	253	253	253	340	340	323	323	2	0	0	0
1374055822	253	253	253	253	340	340	323	323	2	1	0	0
1374055902	288	270	253	253	375	340	323	323	2	0	0	0
1374057090	288	270	253	253	411	363	323	323	0	2	0	0
1378470317	253	253	253	253	323	323	323	323	0	2	0	1
1381415666	288	270	253	253	411	363	323	323	0	2	0	0
