1403536585	253	253	253	253	323	323	323	323	0	0	0	2
1404135562	253	253	253	253	323	323	323	323	2	0	0	0
1404734578	253	253	253	253	323	323	323	323	3	2	1	0
1404817715	253	254	253	253	323	324	323	323	3	2	1	0
1405343475	217	218	218	218	323	324	323	323	0	0	0	2
1405343754	217	218	218	218	323	324	323	323	3	2	1	0
1405347596	235	235	235	235	323	324	323	323	3	2	1	0
1405351283	217	218	218	218	217	218	218	218	3	2	1	0
1405502880	253	253	253	253	323	323	323	323	3	2	1	0
1405589394	253	253	253	253	323	323	323	323	3	2	1	0
1413541769	253	253	253	253	323	323	323	323	1	0	0	0
1417535638	253	253	253	253	323	323	323	323	3	2	1	0
1418637509	253	253	253	253	323	323	323	323	1	0	0	0
1421749804	253	253	253	253	323	323	323	323	0	0	1	0
1421750084	253	253	253	253	323	323	323	323	1	0	0	0
1421750217	253	253	253	253	323	323	323	323	0	0	0	0
1422262243	253	253	253	253	323	323	323	323	3	2	1	0
1430994534	253	253	253	253	323	323	323	323	1	0	0	0
1438945854	253	253	253	253	323	323	323	323	3	2	1	0
1441469933	253	253	253	253	323	322	323	323	3	2	1	0
1442230809	252	253	253	253	322	322	323	323	3	2	1	0
