1438812888	30	30	200	200	70	70	200	200	0	0	0	0
1445289370	253	253	200	200	323	323	200	200	2	0	0	0
1445464822	250	250	200	200	320	320	200	200	2	0	0	0
1510925289	250	250	200	200	1000	320	200	200	0	1	0	0
1510925522	250	250	200	200	2000	320	200	200	0	1	0	0
1511008640	250	250	200	200	320	320	200	200	0	1	0	0
1511123481	250	250	250	250	320	320	320	320	0	1	0	0
1516111857	250	250	200	200	320	320	200	200	0	1	0	0
1516112111	250	250	250	250	320	320	320	320	0	1	0	0
1516775476	250	250	200	200	320	320	200	200	2	0	0	0
1518436198	250	250	250	250	320	320	320	320	0	1	0	0
1518446268	250	250	200	200	320	320	200	200	2	0	0	0
1518458691	250	250	250	250	320	320	320	320	0	1	0	0
1518460412	250	250	250	250	320	320	320	320	2	0	0	0
1518465409	250	250	200	200	320	320	200	200	2	0	0	0
1518465651	250	250	250	250	320	320	320	320	2	0	0	0
1518467670	250	250	250	250	320	320	320	320	0	1	0	0
1518618060	250	250	200	200	320	320	200	200	0	1	0	0
1518636977	250	250	250	250	320	320	320	320	0	1	0	0
1520611548	250	250	200	200	320	320	200	200	0	1	0	0
1520611807	250	250	250	250	320	320	320	320	0	1	0	0
