1305125991	253	253	253	253	323	323	323	323	3	2	1	0
1315820628	253	253	253	253	323	323	323	323	0	0	0	2
1317040159	253	253	253	253	323	323	323	323	3	2	1	0
1317371026	253	253	253	253	323	323	323	323	0	0	0	2
1317372032	639	639	639	639	726	726	726	726	3	2	1	0
1317372443	253	253	253	253	323	323	323	323	3	2	1	0
1509349550	253	253	253	253	323	323	323	323	0	0	0	2
1520492079	940	1204	1468	1653	1125	1230	1574	1812	0	0	0	2
1521024621	253	253	253	253	323	323	323	323	0	0	0	2
1538544913	253	253	253	253	323	323	323	323	3	2	1	2
1542099397	253	253	253	253	323	323	323	323	0	0	0	2
1551790871	253	253	253	253	323	323	323	323	2	3	1	0
1582636921	253	253	253	253	323	323	323	323	0	0	0	2
1582701082	253	253	253	253	323	323	323	323	2	2	0	0
1593596188	253	253	253	253	323	323	323	323	3	2	1	0
