1287657641	253	253	253	253	323	323	323	323	0	0	0	2
1287665913	639	639	253	253	726	726	323	323	0	0	0	2
1287665931	639	639	253	253	726	726	323	323	0	0	0	2
1287736156	253	253	253	253	324	324	323	323	2	0	0	0
1326975936	253	253	253	253	323	323	323	323	2	0	0	0
1548663889	81	81	81	81	150	150	150	150	0	0	0	2
1548666864	81	81	81	81	150	150	150	150	2	0	0	0
1555336657	252	252	252	252	323	323	323	323	0	0	0	2
1555337022	81	81	81	81	150	150	150	150	2	0	0	0
1557760135	81	81	81	81	150	150	150	150	0	0	0	2
1557760497	81	81	81	81	150	150	150	150	2	0	0	0
