1262616619	253	253	253	253	411	411	323	323	2	0	0	0
1341813717	253	253	253	253	323	323	323	323	2	0	0	0
1404726556	253	253	253	253	323	323	323	323	0	0	0	2
1432127018	253	253	253	253	323	323	323	323	2	0	0	0
1432202292	253	253	253	253	323	323	323	323	0	0	0	2
1432206579	253	253	253	253	323	323	323	323	2	0	0	0
1433831033	253	253	253	253	323	323	323	323	4	0	0	0
1433831103	253	253	253	253	323	323	323	323	3	0	0	0
1433839158	253	253	253	253	323	323	323	323	2	0	0	0
1433862525	253	253	253	253	323	323	323	323	3	0	0	0
1433949366	253	253	253	253	323	323	323	323	2	0	0	0
1562830640	253	253	253	253	323	323	323	323	0	0	0	2
1562830756	253	253	253	253	323	323	323	323	1	0	0	0
1562852848	253	253	253	253	323	323	323	323	2	0	0	0
1562927810	253	279	253	253	306	332	323	323	2	0	0	0
1562928225	253	253	253	253	323	323	323	323	2	0	0	0
1564610400	235	253	253	253	297	323	323	323	2	0	0	0
1570447769	253	253	253	253	323	323	323	323	2	0	0	0
1578323375	253	253	253	253	270	323	323	323	2	0	0	0
1582326000	243	253	253	253	296	323	323	323	2	0	0	0
