1411948800	nan	nan
1412035200	-82.9	0.07
1412121600	-66.1	0.07
1412294400	-67.2	0.03
1412380800	-69.6	0.03
1412812800	-69.8	0.03
1412899200	-69.7	0.03
1412985600	-69.8	0.03
1413072000	-118.6	0.0
1413158400	-69.9	0.04
1413244800	-70.0	0.04
1414368000	5.4	0.03
1414454400	7.3	0.03
1414886400	7.4	0.03
1415059200	7.3	0.03
1415145600	7.2	0.03
1415318400	7.1	0.03
1415404800	7.0	0.03
1415923200	6.9	0.03
1416096000	7.0	0.03
1416268800	6.9	0.03
1416787200	5.8	0.05
1416873600	5.9	0.04
1416960000	5.8	0.04
1417046400	5.6	0.03
1417132800	5.4	0.03
1417219200	5.2	0.03
1417305600	5.0	0.03
1417392000	4.8	0.03
1417478400	4.5	0.03
1417564800	4.2	0.03
1417651200	4.0	0.03
1417824000	4.1	0.03
1417910400	4.0	0.03
1418083200	4.1	0.04
1418169600	4.2	0.04
1418256000	4.3	0.04
1418774400	5.2	0.05
1418860800	5.1	0.04
1418947200	5.2	0.04
1419033600	5.3	0.03
1419120000	5.4	0.03
1419206400	5.3	0.03
1419292800	5.1	0.03
1419379200	4.8	0.03
1419465600	4.7	0.03
1419552000	4.5	0.03
1419638400	4.3	0.03
1419724800	3.9	0.03
1419811200	3.6	0.03
1419897600	3.5	0.03
1420070400	3.7	0.03
1420156800	3.9	0.03
1420243200	4.2	0.03
1420329600	4.4	0.03
1420416000	4.7	0.03
1420502400	5.0	0.03
1420588800	5.2	0.03
1420675200	5.1	0.03
1420761600	5.2	0.03
1420848000	5.4	0.03
1421020800	5.5	0.03
1421107200	5.4	0.03
1421193600	5.3	0.03
1421280000	5.2	0.03
1421366400	-3.0	0.0
1421452800	5.2	0.03
1421539200	5.0	0.03
1421625600	4.8	0.03
1421712000	4.5	0.03
1421798400	4.2	0.03
1421884800	4.0	0.03
1422057600	3.9	0.03
1422144000	3.8	0.03
1422230400	3.7	0.03
1422403200	3.8	0.03
1422489600	3.9	0.03
1422662400	4.0	0.03
1422835200	4.1	0.03
1422921600	4.2	0.03
1423008000	4.1	0.03
1423094400	4.0	0.03
1423180800	4.1	0.03
1423267200	4.3	0.03
1423353600	4.5	0.03
1423440000	4.9	0.03
1423526400	5.1	0.03
1423612800	5.4	0.03
1423699200	5.5	0.03
1423785600	5.7	0.03
1423872000	5.9	0.03
1424131200	5.7	0.03
1424217600	5.6	0.03
1424304000	5.3	0.03
1424476800	5.2	0.03
1424563200	5.0	0.03
1424649600	4.8	0.03
1424736000	4.6	0.03
1424822400	4.4	0.03
1424908800	4.3	0.03
1424995200	4.2	0.03
1425081600	4.0	0.03
1425340800	4.1	0.03
1425427200	4.2	0.03
1425513600	4.4	0.03
1425945600	6.2	0.03
1426032000	8.1	0.03
1426377600	8.2	0.03
1426550400	8.3	0.03
1426636800	8.1	0.03
1426723200	nan	nan
1426896000	7.9	0.03
1427155200	7.8	0.03
1427241600	7.6	0.03
1427414400	7.5	0.03
1427587200	7.3	0.03
1427673600	7.1	0.03
1427760000	6.9	0.03
1427846400	6.8	0.03
1427932800	6.6	0.03
1428019200	6.5	0.03
1428192000	6.4	0.03
1428278400	6.6	0.03
1428364800	6.7	0.03
1428451200	6.9	0.03
1428537600	7.1	0.03
1428624000	7.3	0.03
1428710400	7.5	0.03
1428796800	7.6	0.03
1428883200	7.9	0.03
1428969600	8.0	0.03
1429056000	8.1	0.03
1429142400	8.2	0.03
1429228800	8.3	0.03
1429401600	8.5	0.03
1429488000	8.7	0.03
1429574400	8.6	0.03
1429747200	8.7	0.03
1429833600	8.6	0.03
1430006400	8.5	0.03
1430092800	8.3	0.03
1430179200	8.2	0.03
1430265600	8.1	0.03
1430524800	8.2	0.03
1430611200	8.3	0.03
1430697600	8.4	0.03
1430784000	8.5	0.03
1430870400	8.7	0.03
1430956800	8.9	0.03
1431043200	9.0	0.03
1431475200	8.0	0.04
1431907200	8.1	0.04
1432080000	8.3	0.04
1432166400	8.5	0.03
1432252800	8.6	0.03
1432339200	8.7	0.03
1432425600	8.6	0.03
1432512000	8.7	0.03
1432598400	8.8	0.03
1432771200	8.7	0.03
1432857600	8.6	0.03
1433203200	8.7	0.03
1433289600	8.8	0.03
1433721600	8.7	0.03
1433808000	8.8	0.03
1433894400	8.9	0.03
1433980800	9.0	0.03
1434067200	9.1	0.03
1434240000	9.0	0.03
1434326400	9.1	0.03
1434585600	8.9	0.03
1434672000	8.6	0.03
1434758400	8.7	0.03
1434844800	8.6	0.03
1435017600	8.7	0.03
1435104000	8.8	0.03
1435190400	8.9	0.03
1435276800	9.0	0.03
1435363200	9.1	0.03
1435449600	9.3	0.03
1435536000	9.6	0.03
1435622400	9.7	0.03
1435708800	9.9	0.03
1435881600	9.8	0.03
1436313600	9.3	0.03
1436400000	6.1	0.03
1436832000	6.2	0.03
1436918400	6.3	0.03
1437004800	6.4	0.03
1437264000	6.2	0.03
1437436800	6.1	0.03
1437782400	6.2	0.03
1437955200	6.3	0.03
1438128000	6.4	0.03
1438387200	6.5	0.03
1438473600	6.6	0.03
1438560000	6.8	0.03
1438646400	6.9	0.03
1438732800	7.1	0.03
1438819200	7.3	0.04
1438905600	7.4	0.04
1439337600	7.3	0.05
1439769600	6.7	0.04
1439856000	6.6	0.04
1439942400	6.8	0.04
1440028800	6.9	0.03
1440374400	7.0	0.03
1440547200	6.9	0.03
1440633600	6.8	0.03
1440720000	6.7	0.03
1440892800	6.5	0.03
1440979200	6.3	0.03
1441065600	6.1	0.03
1441238400	5.9	0.03
1441324800	5.8	0.03
1441497600	5.7	0.03
1441584000	5.8	0.03
1441756800	5.9	0.03
1441843200	6.0	0.03
1441929600	6.1	0.03
1442188800	6.3	0.03
1442275200	24.9	0.0
1442361600	6.4	0.03
1442534400	6.5	0.03
1442707200	6.4	0.03
1442793600	6.3	0.03
1442880000	6.2	0.03
1442966400	6.1	0.03
1443052800	5.9	0.03
1443139200	5.8	0.03
1443225600	5.6	0.03
1443312000	5.5	0.03
1443398400	5.6	0.03
1443744000	5.8	0.03
1443830400	5.9	0.03
1443916800	6.1	0.03
1444003200	6.2	0.03
1444089600	6.3	0.03
1444176000	6.5	0.03
1444262400	6.7	0.03
1444348800	6.9	0.03
1444435200	7.0	0.03
1444521600	7.1	0.03
1444694400	7.2	0.03
1444780800	7.1	0.03
1444867200	6.9	0.03
1445040000	6.8	0.03
1445126400	6.6	0.03
1445212800	6.4	0.03
1445299200	6.3	0.03
1445385600	6.2	0.03
1445472000	6.1	0.03
1445558400	6.2	0.03
1445644800	6.3	0.03
1445817600	6.4	0.03
1445904000	6.5	0.03
1446249600	6.6	0.03
1446336000	6.5	0.03
1446595200	6.6	0.03
1446768000	6.8	0.03
1447027200	6.9	0.03
1447200000	6.8	0.03
1447286400	6.5	0.03
1447372800	6.4	0.03
1447459200	6.3	0.03
1447545600	6.2	0.03
1447632000	6.0	0.03
1447718400	5.8	0.03
1447804800	5.6	0.03
1447891200	5.2	0.03
1448064000	5.0	0.03
1448150400	4.8	0.03
1448582400	nan	nan
1448668800	5.0	0.04
1449187200	nan	nan
1449273600	4.0	0.04
1449619200	4.4	0.04
1449705600	4.1	0.03
1449792000	4.2	0.03
1449964800	4.1	0.03
1450051200	4.0	0.03
1450396800	4.2	0.03
1450569600	4.3	0.03
1450656000	4.4	0.03
1450742400	4.3	0.03
1450915200	4.4	0.03
1451088000	4.3	0.03
1451174400	4.2	0.03
1451260800	3.9	0.03
1451347200	3.7	0.03
1451433600	3.5	0.03
1451520000	3.3	0.03
1451606400	3.1	0.03
1451692800	3.2	0.03
1451865600	3.3	0.03
1451952000	3.4	0.03
1452038400	3.5	0.03
1452211200	3.6	0.03
1452297600	3.7	0.03
1452643200	3.6	0.03
1452729600	3.3	0.03
1452902400	3.1	0.03
1452988800	2.9	0.03
1453075200	2.7	0.03
1453161600	2.6	0.03
1453248000	2.5	0.03
1453334400	2.6	0.03
1453420800	3.0	0.03
1453507200	3.3	0.03
1453593600	3.6	0.03
1453680000	3.9	0.04
1453766400	nan	nan
1454457600	4.1	0.03
1454544000	4.3	0.03
1454630400	4.5	0.03
1454889600	4.4	0.03
1455321600	nan	nan
1455494400	6.2	0.1
1455580800	nan	nan
1455667200	6.7	0.11
1456790400	8.1	0.05
1456876800	8.0	0.04
1457222400	8.1	0.03
1457308800	8.3	0.03
1457395200	8.4	0.03
1457481600	8.2	0.03
1457568000	8.3	0.03
1457654400	8.5	0.03
1457740800	8.7	0.03
1457827200	8.8	0.03
1457913600	8.7	0.03
1458000000	8.8	0.03
1458086400	8.7	0.03
1458172800	8.6	0.03
1458259200	8.7	0.03
1458345600	8.6	0.03
1458432000	8.5	0.03
1458604800	8.4	0.03
1458691200	8.2	0.03
1458864000	8.1	0.03
1458950400	8.0	0.03
1459209600	7.9	0.03
1459296000	8.0	0.03
1459382400	8.1	0.03
1459468800	8.2	0.03
1459555200	8.5	0.03
1459641600	8.6	0.03
1459728000	8.8	0.03
1459814400	9.0	0.03
1459900800	9.1	0.03
1460246400	9.0	0.03
1460419200	8.9	0.03
1460505600	8.6	0.03
1460592000	8.4	0.03
1460678400	8.6	0.03
1460764800	8.4	0.03
1461024000	8.5	0.03
1461110400	8.7	0.03
1461283200	8.9	0.03
1461456000	8.7	0.03
1461542400	8.6	0.03
1461715200	8.5	0.03
1461801600	8.3	0.03
1461888000	8.4	0.03
1462060800	8.3	0.03
1462147200	8.4	0.03
1462233600	8.5	0.03
1462320000	8.6	0.03
1462406400	8.8	0.03
1462492800	9.0	0.03
1462579200	9.1	0.03
1462665600	9.3	0.03
1462752000	9.5	0.03
1462838400	9.6	0.03
1462924800	9.7	0.03
1463011200	9.8	0.04
1463443200	9.1	0.04
1463529600	9.0	0.04
1463616000	9.2	0.04
1463702400	9.4	0.03
1463788800	9.5	0.03
1463875200	9.7	0.03
1464048000	9.8	0.03
1464134400	9.9	0.03
1464220800	10.0	0.03
1464393600	9.9	0.03
1464480000	9.8	0.03
1464652800	9.9	0.03
1464825600	10.0	0.03
1464912000	9.8	0.03
1464998400	9.7	0.03
1465084800	9.8	0.03
1465257600	9.7	0.04
1465862400	10.1	0.14
1466035200	nan	nan
