1269948708	888	921	300	300
1270813944	709	719	912	893
1271073834	714	719	902	898
1271157184	714	719	893	898
1271162508	714	719	888	898
1274198994	724	709	884	893
1274781422	728	705	884	898
1275308030	728	300	884	898
1286792052	728	799	884	898
1286875972	752	742	884	898
1287403172	714	742	884	898
1289827416	300	300	846	865
1294657984	752	300	846	865
1294658021	728	300	846	865
1297419608	714	300	846	865
1308041104	719	300	865	879
1317675689	714	1015	860	874
1347436351	709	1058	879	874
1353678562	719	1072	884	879
1362135709	724	1081	888	888
1437645648	724	1081	921	902
1447321945	705	987	893	916
1447331476	709	992	893	916
1447707778	719	1062	893	916
